读音	讀音	"<span class=""pinYinWrapper""><span class=""t2"">dú</span> <span class=""t1"">yīn</span></span>"	"<span class=""zhuyin"">ㄉㄨˊ ㄧㄣ</span>"	[sound:cmn-读音.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">读</span><span class=""char-tone1"">音</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">讀</span><span class=""char-tone1"">音</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">dú</span> <span class=""t1"">yīn</span></span></div><span class=""zhuyin"">ㄉㄨˊ ㄧㄣ</span><div class=""meaning""><ul><li>pronunciation</li><li> literary (rather than colloquial) pronunciation of a Chinese character</li></ul></div>"
中级	中級	"<span class=""pinYinWrapper""><span class=""t1"">zhōng</span> <span class=""t2"">jí</span></span>"	"<span class=""zhuyin"">ㄓㄨㄥ ㄐㄧˊ</span>"	[sound:cmn-中级.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">中</span><span class=""char-tone2"">级</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">中</span><span class=""char-tone2"">級</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">zhōng</span> <span class=""t2"">jí</span></span></div><span class=""zhuyin"">ㄓㄨㄥ ㄐㄧˊ</span><div class=""meaning""><ul><li>middle level (in a hierarchy)</li></ul></div>"
中医	中醫	"<span class=""pinYinWrapper""><span class=""t1"">Zhōng</span> <span class=""t1"">yī</span></span>"	"<span class=""zhuyin"">ㄓㄨㄥ ㄧ</span>"	[sound:cmn-中医.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">中</span><span class=""char-tone1"">医</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">中</span><span class=""char-tone1"">醫</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">Zhōng</span> <span class=""t1"">yī</span></span></div><span class=""zhuyin"">ㄓㄨㄥ ㄧ</span><div class=""meaning""><ul><li>traditional Chinese medical science</li><li> a doctor trained in Chinese medicine</li></ul></div>"
西医	西醫	"<span class=""pinYinWrapper""><span class=""t1"">xī</span> <span class=""t1"">yī</span></span>"	"<span class=""zhuyin"">ㄒㄧ ㄧ</span>"	[sound:cmn-西医.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">西</span><span class=""char-tone1"">医</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">西</span><span class=""char-tone1"">醫</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">xī</span> <span class=""t1"">yī</span></span></div><span class=""zhuyin"">ㄒㄧ ㄧ</span><div class=""meaning""><ul><li>Western medicine</li><li> a doctor trained in Western medicine</li></ul></div>"
阴天	陰天	"<span class=""pinYinWrapper""><span class=""t1"">yīn</span> <span class=""t1"">tiān</span></span>"	"<span class=""zhuyin"">ㄧㄣ ㄊㄧㄢ</span>"	[sound:cmn-阴天.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">阴</span><span class=""char-tone1"">天</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">陰</span><span class=""char-tone1"">天</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">yīn</span> <span class=""t1"">tiān</span></span></div><span class=""zhuyin"">ㄧㄣ ㄊㄧㄢ</span><div class=""meaning""><ul><li>cloudy day</li><li> overcast sky</li></ul></div>"
不一会儿	不一會兒	"<span class=""pinYinWrapper""><span class=""t4"">bù</span><span class=""t1"">yī</span><span class=""t4"">huì</span><span class=""t0"">r</span></span>"	"<span class=""zhuyin"">ㄅㄨˋ ㄧ ㄏㄨㄟˋ ㄦ˙</span>"	[sound:cmn-不一会儿.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">不</span><span class=""char-tone1"">一</span><span class=""char-tone4"">会</span><span class=""char-tone0"">儿</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">不</span><span class=""char-tone1"">一</span><span class=""char-tone4"">會</span><span class=""char-tone0"">兒</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bù</span><span class=""t1"">yī</span><span class=""t4"">huì</span><span class=""t0"">r</span></span></div><span class=""zhuyin"">ㄅㄨˋ ㄧ ㄏㄨㄟˋ ㄦ˙</span><div class=""meaning""><ul><li>Take a short while</li></ul></div>"
留学生	留學生	"<span class=""pinYinWrapper""><span class=""t2"">liú</span> <span class=""t2"">xué</span> <span class=""t1"">shēng</span></span>"	"<span class=""zhuyin"">ㄌㄧㄡˊ ㄒㄩㄝˊ ㄕㄥ</span>"	[sound:cmn-留学生.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">留</span><span class=""char-tone2"">学</span><span class=""char-tone1"">生</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">留</span><span class=""char-tone2"">學</span><span class=""char-tone1"">生</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">liú</span> <span class=""t2"">xué</span> <span class=""t1"">shēng</span></span></div><span class=""zhuyin"">ㄌㄧㄡˊ ㄒㄩㄝˊ ㄕㄥ</span><div class=""meaning""><ul><li>student studying abroad</li><li> (foreign) exchange student</li><li> CL:個|个[ge4],位[wei4]</li></ul></div>"
西餐	西餐	"<span class=""pinYinWrapper""><span class=""t1"">xī</span> <span class=""t1"">cān</span></span>"	"<span class=""zhuyin"">ㄒㄧ ㄘㄢ</span>"	[sound:cmn-西餐.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">西</span><span class=""char-tone1"">餐</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">xī</span> <span class=""t1"">cān</span></span></div><span class=""zhuyin"">ㄒㄧ ㄘㄢ</span><div class=""meaning""><ul><li>Western-style food</li><li> CL:份[fen4],頓|顿[dun4]</li></ul></div>"
春节	春節	"<span class=""pinYinWrapper""><span class=""t1"">Chūn</span> <span class=""t2"">jié</span></span>"	"<span class=""zhuyin"">ㄔㄨㄣ ㄐㄧㄝˊ</span>"	[sound:cmn-春节.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">春</span><span class=""char-tone2"">节</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">春</span><span class=""char-tone2"">節</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">Chūn</span> <span class=""t2"">jié</span></span></div><span class=""zhuyin"">ㄔㄨㄣ ㄐㄧㄝˊ</span><div class=""meaning""><ul><li>Spring Festival (Chinese New Year)</li></ul></div>"
考生	考生	"<span class=""pinYinWrapper""><span class=""t3"">kǎo</span> <span class=""t1"">shēng</span></span>"	"<span class=""zhuyin"">ㄎㄠˇ ㄕㄥ</span>"	[sound:cmn-考生.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">考</span><span class=""char-tone1"">生</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">kǎo</span> <span class=""t1"">shēng</span></span></div><span class=""zhuyin"">ㄎㄠˇ ㄕㄥ</span><div class=""meaning""><ul><li>exam candidate</li><li> student whose name has been put forward for an exam</li></ul></div>"
中小学	中小學	"<span class=""pinYinWrapper""><span class=""t1"">zhōng</span><span class=""t3"">xiǎo</span><span class=""t2"">xué</span></span>"	"<span class=""zhuyin"">ㄓㄨㄥ ㄒㄧㄠˇ ㄒㄩㄝˊ</span>"	[sound:cmn-中小学.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">中</span><span class=""char-tone3"">小</span><span class=""char-tone2"">学</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">中</span><span class=""char-tone3"">小</span><span class=""char-tone2"">學</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">zhōng</span><span class=""t3"">xiǎo</span><span class=""t2"">xué</span></span></div><span class=""zhuyin"">ㄓㄨㄥ ㄒㄧㄠˇ ㄒㄩㄝˊ</span><div class=""meaning""><ul><li>primary and middle school</li></ul></div>"
不太	不太	"<span class=""pinYinWrapper""><span class=""t4"">bù</span><span class=""t4"">tài</span></span>"	"<span class=""zhuyin"">ㄅㄨˋ ㄊㄞˋ</span>"	[sound:cmn-不太.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">不</span><span class=""char-tone4"">太</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bù</span><span class=""t4"">tài</span></span></div><span class=""zhuyin"">ㄅㄨˋ ㄊㄞˋ</span><div class=""meaning""><ul><li>Not too</li></ul></div>"
生词	生詞	"<span class=""pinYinWrapper""><span class=""t1"">shēng</span> <span class=""t2"">cí</span></span>"	"<span class=""zhuyin"">ㄕㄥ ㄘˊ</span>"	[sound:cmn-生词.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">生</span><span class=""char-tone2"">词</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">生</span><span class=""char-tone2"">詞</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">shēng</span> <span class=""t2"">cí</span></span></div><span class=""zhuyin"">ㄕㄥ ㄘˊ</span><div class=""meaning""><ul><li>new word (in textbook)</li><li> word that is unfamiliar or not yet studied</li><li> CL:組|组[zu3],個|个[ge4]</li></ul></div>"
短信	短信	"<span class=""pinYinWrapper""><span class=""t3"">duǎn</span> <span class=""t4"">xìn</span></span>"	"<span class=""zhuyin"">ㄉㄨㄢˇ ㄒㄧㄣˋ</span>"	[sound:cmn-短信.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">短</span><span class=""char-tone4"">信</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">duǎn</span> <span class=""t4"">xìn</span></span></div><span class=""zhuyin"">ㄉㄨㄢˇ ㄒㄧㄣˋ</span><div class=""meaning""><ul><li>text message</li><li> SMS</li></ul></div>"
公交车	公交車	"<span class=""pinYinWrapper""><span class=""t1"">gōng</span> <span class=""t1"">jiāo</span> <span class=""t1"">chē</span></span>"	"<span class=""zhuyin"">ㄍㄨㄥ ㄐㄧㄠ ㄔㄜ</span>"	[sound:cmn-公交车.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">公</span><span class=""char-tone1"">交</span><span class=""char-tone1"">车</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">公</span><span class=""char-tone1"">交</span><span class=""char-tone1"">車</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">gōng</span> <span class=""t1"">jiāo</span> <span class=""t1"">chē</span></span></div><span class=""zhuyin"">ㄍㄨㄥ ㄐㄧㄠ ㄔㄜ</span><div class=""meaning""><ul><li>public transport vehicle</li><li> town bus</li><li> CL:輛|辆[liang4]</li></ul></div>"
见过	見過	"<span class=""pinYinWrapper""><span class=""t4"">jiàn</span><span class=""t4"">guò</span></span>"	"<span class=""zhuyin"">ㄐㄧㄢˋ ㄍㄨㄛˋ</span>"	[sound:cmn-见过.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">见</span><span class=""char-tone4"">过</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">見</span><span class=""char-tone4"">過</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">jiàn</span><span class=""t4"">guò</span></span></div><span class=""zhuyin"">ㄐㄧㄢˋ ㄍㄨㄛˋ</span><div class=""meaning""><ul><li>See</li></ul></div>"
快点儿	快點兒	"<span class=""pinYinWrapper""><span class=""t4"">kuài</span> <span class=""t3"">diǎn</span><span class=""t0"">r</span></span>"	"<span class=""zhuyin"">ㄎㄨㄞˋ ㄉㄧㄢˇ ㄦ˙</span>"	[sound:cmn-快点儿.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">快</span><span class=""char-tone3"">点</span><span class=""char-tone0"">儿</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">快</span><span class=""char-tone3"">點</span><span class=""char-tone0"">兒</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">kuài</span> <span class=""t3"">diǎn</span><span class=""t0"">r</span></span></div><span class=""zhuyin"">ㄎㄨㄞˋ ㄉㄧㄢˇ ㄦ˙</span><div class=""meaning""><ul><li>erhua variant of 快點|快点[kuai4 dian3]</li></ul></div>"
那时候	那時候	"<span class=""pinYinWrapper""><span class=""t4"">nà</span> <span class=""t2"">shí</span> <span class=""t0"">hou</span></span>"	"<span class=""zhuyin"">ㄋㄚˋ ㄕˊ ㄏㄡ˙</span>"	[sound:cmn-那时候.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">那</span><span class=""char-tone2"">时</span><span class=""char-tone0"">候</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">那</span><span class=""char-tone2"">時</span><span class=""char-tone0"">候</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">nà</span> <span class=""t2"">shí</span> <span class=""t0"">hou</span></span></div><span class=""zhuyin"">ㄋㄚˋ ㄕˊ ㄏㄡ˙</span><div class=""meaning""><ul><li>at that time</li></ul></div>"
挺好	挺好	"<span class=""pinYinWrapper""><span class=""t3"">tǐng</span> <span class=""t3"">hǎo</span></span>"	"<span class=""zhuyin"">ㄊㄧㄥˇ ㄏㄠˇ</span>"	[sound:cmn-挺好.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">挺</span><span class=""char-tone3"">好</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">tǐng</span> <span class=""t3"">hǎo</span></span></div><span class=""zhuyin"">ㄊㄧㄥˇ ㄏㄠˇ</span><div class=""meaning""><ul><li>very good</li></ul></div>"
下周	下週	"<span class=""pinYinWrapper""><span class=""t4"">xià</span> <span class=""t1"">zhōu</span></span>"	"<span class=""zhuyin"">ㄒㄧㄚˋ ㄓㄡ</span>"	[sound:cmn-下周.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">下</span><span class=""char-tone1"">周</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">下</span><span class=""char-tone1"">週</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">xià</span> <span class=""t1"">zhōu</span></span></div><span class=""zhuyin"">ㄒㄧㄚˋ ㄓㄡ</span><div class=""meaning""><ul><li>next week</li></ul></div>"
笑话儿	笑話兒	"<span class=""pinYinWrapper""><span class=""t4"">xiào</span><span class=""t4"">huà</span> <span class=""t0"">r</span></span>"	"<span class=""zhuyin"">ㄒㄧㄠˋ ㄏㄨㄚˋ ㄦ˙</span>"	[sound:cmn-笑话儿.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">笑</span><span class=""char-tone4"">话</span><span class=""char-tone0"">儿</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">笑</span><span class=""char-tone4"">話</span><span class=""char-tone0"">兒</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">xiào</span><span class=""t4"">huà</span> <span class=""t0"">r</span></span></div><span class=""zhuyin"">ㄒㄧㄠˋ ㄏㄨㄚˋ ㄦ˙</span><div class=""meaning""><ul><li>Joke</li></ul></div>"
银行卡	銀行卡	"<span class=""pinYinWrapper""><span class=""t2"">yín</span> <span class=""t2"">háng</span> <span class=""t3"">kǎ</span></span>"	"<span class=""zhuyin"">ㄧㄣˊ ㄏㄤˊ ㄎㄚˇ</span>"	[sound:cmn-银行卡.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">银</span><span class=""char-tone2"">行</span><span class=""char-tone3"">卡</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">銀</span><span class=""char-tone2"">行</span><span class=""char-tone3"">卡</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">yín</span> <span class=""t2"">háng</span> <span class=""t3"">kǎ</span></span></div><span class=""zhuyin"">ㄧㄣˊ ㄏㄤˊ ㄎㄚˇ</span><div class=""meaning""><ul><li>bank card</li><li> ATM card</li></ul></div>"
有空儿	有空兒	"<span class=""pinYinWrapper""><span class=""t3"">yǒu</span> <span class=""t4"">kòng</span><span class=""t0"">r</span></span>"	"<span class=""zhuyin"">ㄧㄡˇ ㄎㄨㄥˋ ㄦ˙</span>"	[sound:cmn-有空儿.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">有</span><span class=""char-tone4"">空</span><span class=""char-tone0"">儿</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">有</span><span class=""char-tone4"">空</span><span class=""char-tone0"">兒</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">yǒu</span> <span class=""t4"">kòng</span><span class=""t0"">r</span></span></div><span class=""zhuyin"">ㄧㄡˇ ㄎㄨㄥˋ ㄦ˙</span><div class=""meaning""><ul><li>available</li></ul></div>"
