阿拉伯語	阿拉伯语	Ālābóyǔ	Arabic (language)
重中之重	重中之重	zhòngzhōngzhīzhòng	of the utmost importance, of highest priority
周邊	周边	zhōubiān	circumference, computer peripheral, environs, peripheral device, precinct, peripheral, periphery, perimeter
週到	周到	zhōudào	thoughtful, considerate, attentive, thorough, also pr. [zhou1 dao5]
重心	重心	zhòngxīn	focus, fulcrum, heart, focusing, focussing, barycenter, centroid, centre of gravity, centering, centre_of_gravity, center of gravity, center_of_gravity, core
周旋	周旋	zhōuxuán	to mix with others, to socialize, to deal with, to contend
周密	周密	zhōumì	careful, thorough, meticulous, dense, impenetrable
晝夜	昼夜	zhòuyè	day and night, period of 24 hours, continuously, without stop
驟然	骤然	zhòurán	suddenly, abruptly
皺	皱	zhòu	to wrinkle, wrinkled, to crease
朱紅	朱红	zhūhóng	vermilion
株	株	zhū	stub, individual plant, stem of a plant, plant, trunk of tree, stem of plant, trunk of a tree, m.[general],
諸多	诸多	zhūduō	det.: a good deal, a lot of
諸如此類	诸如此类	zhūrúcǐlèi	things like this (idiom), and so on, and the rest, etc
逐年	逐年	zhúnián	all the year round, for years, all year, year after year, year in year out
主	主	zhǔ	owner, master, host, individual or party concerned, God, Lord, main, to indicate or signify, trump card (in card games)
竹竿	竹竿	zhúgān	bamboo
主婦	主妇	zhǔfù	housewife, hostess
主編	主编	zhǔbiān	editor in chief
主力	主力	zhǔlì	brunt, main force, backbone
主人公	主人公	zhǔréngōng	hero (of a novel or film), main protagonist
主食	主食	zhǔshí	main food, staple (rice and noodles)
主題歌	主题歌	zhǔtígē	Theme song
主權	主权	zhǔquán	imperium, ascendance, reign, ascendency, ascendancy, possession, empire, majesty, signory, paramountcy, lordship, sovereign rights, sovereignty, raj, supremacy, dominion, ownership
主頁	主页	zhǔyè	home page
主義	主义	zhǔyì	tenet, principle, hang, system, ticket, creed, philosophy, school of thought, evangel, ism, gospel, masonry, maxim, doctrine, -ism
主宰	主宰	zhǔzǎi	dominate, dictate, decide
主演	主演	zhǔyǎn	act leading role (in play/film)
拄	拄	zhǔ	to lean on, to prop on
囑咐	嘱咐	zhǔfu	to tell, to exhort, injunction
矚目	瞩目	zhǔmù	fix eyes on
助威	助威	zhù wēi	to cheer for, to encourage, to boost the morale of
住戶	住户	zhùhù	denizen, resident, inhabitant, building, household, dweller
住處	住处	zhùchu	domicile, hangout, dwelling, lodging, residency, domiciliation, diggings, abode, digs, quarters, habitation, lodgings, roost, living quarters, pad, residence
住址	住址	zhùzhǐ	address
貯藏	贮藏	zhùcáng	to store up, to hoard, deposits
注	注	zhù	explanatory note, annotation
住宿	住宿	zhùsù	stay, put up, get accommodations
註定	注定	zhùdìng	to foreordain, to be bound to, to be destined to, to be doomed to, inevitably
鑄造	铸造	zhùzào	to cast (pour metal into a mold)
築	筑	zhù	short name for Guiyang 貴陽|贵阳[Gui4 yang2], to build, to construct, to ram, to hit, Taiwan pr. [zhu2]
注入	注入	zhùrù	inject, mainline, infuse, teem, impregnate, inflood, implant, pump, pour, funnel, pour into, inspire, pour/empty into, influx, empty into, breathe, empty, immit
拽	拽	yè	to drag, to haul, to throw, to fling, alternate writing of 跩[zhuai3], to pull, to tug at (sth)
爪子	爪子	zhuǎzi	(animal's) claw
專長	专长	zhuāncháng	department, excellence, metier, knowledge, speciality, specialty, specialism, specialisation, special skill/knowledge, special knowledge, adept, expertise, special skill, medium, forte, specialization
專程	专程	zhuānchéng	special trip
專欄	专栏	zhuānlán	column, special column, spot, feature, feature article, columnar
專賣店	专卖店	zhuānmàidiàn	specialty store
專人	专人	zhuānrén	person specially assigned for a task/job
專制	专制	zhuānzhì	autocracy, dictatorship
專職	专职	zhuānzhí	special duty, assigned full time to a task
專注	专注	zhuānzhù	be absorbed in
專著	专著	zhuānzhù	monograph, specialized text
磚	砖	zhuān	brick
轉播	转播	zhuǎnbō	relay (radio/TV broadcast)
轉達	转达	zhuǎndá	to pass on, to convey, to communicate
轉交	转交	zhuǎnjiāo	to pass on to sb, to carry and give to sb else
專櫃	专柜	zhuānguì	shoppe
轉型	转型	zhuǎn xíng	change, transform
轉學	转学	zhuǎn xué	to change schools, to transfer to another college
轉機	转机	zhuǎnjī	turn for better
轉載	转载	zhuǎnzǎi	to forward (a shipment), to reprint sth published elsewhere, Taiwan pr. [zhuan3 zai4]
轉折	转折	zhuǎnzhé	shift in the trend of events, turnaround, plot shift in a book, turn in the conversation
轉折點	转折点	zhuǎnzhédiǎn	turning point, breaking point
傳	传	chuán	pass (on), hand down, impart, teach, spread, transmit
傳記	传记	zhuànjì	biography, CL:篇[pian1],部[bu4]
轉悠	转悠	zhuànyou	to roll, to wander around, to appear repeatedly
撰寫	撰写	zhuànxiě	write
轉眼	转眼	zhuǎnyǎn	in a flash, in the blink of an eye, to glance
莊稼	庄稼	zhuāngjia	farm crop, CL:種|种[zhong3]
莊嚴	庄严	zhuāngyán	solemn, dignified, stately
莊園	庄园	zhuāngyuán	a manor, feudal land, a villa and park
壯	壮	zhuàng	strong, make better, sturdy, magnificent, robust, make stronger, strengthen, make better/stronger
裝扮	装扮	zhuāngbàn	to decorate, to adorn, to dress up, to disguise oneself
壯大	壮大	zhuàngdà	to expand, to strengthen
壯膽	壮胆	zhuàng dǎn	Vigorous
壯麗	壮丽	zhuànglì	magnificence, magnificent, majestic, glorious
狀元	状元	zhuàngyuan	top scorer in the palace examination (highest rank of the Imperial examination system), see 榜眼[bang3 yan3] and 探花[tan4 hua1], top scorer in college entrance examination 高考[gao1 kao3], (fig.) the most brilliantly talented person in the field, leading light
撞擊	撞击	zhuàngjī	to strike, to hit, to ram
幢	幢	chuáng	Buddhist stone pillar, ancient streamer, ancient pennant, ancient pennant/streamer, m.[general],
追悼會	追悼会	zhuīdàohuì	a memorial service, a funeral service
追趕	追赶	zhuīgǎn	to pursue, to chase after, to accelerate, to catch up with, to overtake
追溯	追溯	zhuīsù	lit. to go upstream, to trace sth back to, to date from
壯實	壮实	zhuàngshi	robust, sturdy
追隨	追随	zhuīsuí	follow
追尾	追尾	zhuī wěi	to tailgate, to hit the car in front as a result of tailgating
追問	追问	zhuīwèn	to question closely, to investigate in detail, to examine minutely, to get to the heart of the matter
追蹤	追踪	zhuīzōng	follow trail, track
墜	坠	zhuì	to fall, to drop, to weigh down
準許	准许	zhǔnxǔ	to allow, to grant, to permit
樁	桩	zhuāng	m.[general]
拙劣	拙劣	zhuōliè	clumsy, botched
灼熱	灼热	zhuórè	burning hot, scorching, worried
捉迷藏	捉迷藏	zhuō mícáng	to play hide-and-seek
追逐	追逐	zhuīzhú	pursue, chase, seek
準則	准则	zhǔnzé	guideline, formula, principle, practice, norm, rule of thumb, standard, verity, criterion, canon, touchstone, basis, guidepost, maxim
酌情	酌情	zhuóqíng	to use discretion, to take circumstances into account, to make allowances pertinent to a situation
著力	着力	zhuó lì	to put effort into sth, to try really hard
著落	着落	zhuóluò	whereabouts, place to settle, reliable source (of funds etc), (of responsibility for a matter) to rest with sb, settlement, solution
著實	着实	zhuóshí	truly, indeed, severely, harshly
著手	着手	zhuóshǒu	put hand to, initiatory, begin, set to, set_out, institute, proceed, start up, turn_to, fall, spring-clean, embark, go_about, undertake, accede to, enter upon, get to work, set about, commence, enter, put one's hand to, start
著想	着想	zhuóxiǎng	to give thought (to others), to consider (other people's needs), also pr. [zhao2 xiang3]
著眼	着眼	zhuóyǎn	to have one's eyes on (a goal), having sth in mind, to concentrate
著眼於	着眼于	zhuóyǎn yú	Focus on
著重	着重	zhuózhòng	underscore, accent, concentrate, emphasize, attach importance, stress, set off, underline, accentuate, bring out
姿態	姿态	zītài	mannerism, set, stance, pose, attitude, affectation, port, shadow, likeness, carriage, posture, position, movement, gesture, tournure, sort
茲	兹	cí	now, here, this, time, year
資本主義	资本主义	zīběnzhǔyì	capitalistic, capitalist economy, capitalism
資歷	资历	zīlì	qualifications, experience, seniority
姿勢	姿势	zīshì	mannerism, plant, poise, motion, pose, attitude, sign, affectation, port, likeness, carriage, posture, position, setup, gesticulation, gesture, seat
資深	资深	zīshēn	senior
卓越	卓越	zhuóyuè	excel, excel at, brilliant, shine, surpassing, paramount, shine at, outstanding
滋潤	滋润	zīrùn	moist, humid, to moisten, to provide moisture, comfortably off
滋味	滋味	zīwèi	relish, richness, tang, sapidity, sapor, tinge, mouthful, savor, tasting, smack, flavor, savour, zest, taste, flavour
子弟	子弟	zǐdì	sons and younger brothers, children, juniors
子孫	子孙	zǐsūn	posterity, rod, scion, materialization, progeniture, offspring, descendant, children and grandchildren, spawn, son, generation, issue, increase, descendent, seed, child, descendants, fruit, get, progeny
自稱	自称	zìchēng	purport, claim to be, give_out, profess, call oneself
自卑	自卑	zìbēi	feel oneself inferior, have low self-esteem
資訊	资讯	zīxùn	stuff, message, information, news, info
自費	自费	zìfèi	at one's own expense, be at one's own expense
自發	自发	zìfā	spontaneous
自負	自负	zìfù	conceited, to take responsibility
自理	自理	zìlǐ	to take care of oneself, to provide for oneself
自力更生	自力更生	zìlì-gēngshēng	regeneration through one's own effort (idiom), self-reliance
自強不息	自强不息	zìqiáng-bùxī	to strive unremittingly, self-improvement
自然而然	自然而然	zìránérrán	involuntary, automatically
自立	自立	zìlì	independent, self-reliant, self-sustaining, to stand on one's own feet, to support oneself
自然界	自然界	zìránjiè	nature, the natural world
自始至終	自始至终	zìshǐ-zhìzhōng	from start to finish (idiom)
自如	自如	zìrú	freedom of action, unobstructed, unconstrained, smoothly, with ease, freely
自衛	自卫	zìwèi	self-defense
自相矛盾	自相矛盾	zìxiāng-máodùn	to contradict oneself, self-contradictory, inconsistent
自私自利	自私自利	zìsī-zìlì	everything for self and selfish profit (idiom), with no regard for others, selfish, mercenary
自信心	自信心	zìxìnxīn	self-confidence
自行	自行	zìxíng	voluntary, autonomous, by oneself, self-
自以為是	自以为是	zìyǐwéishì	to believe oneself infallible (idiom), to be opinionated
自由自在	自由自在	zìyóu-zìzài	free and easy (idiom), carefree, leisurely
自責	自责	zìzé	to blame oneself
自助	自助	zìzhù	bootstrap, self-service, self-helf
自尊	自尊	zìzūn	self-worth, self-regard, pridefulness, pride, self-pride, self-respect, self-importance, self-esteem
自尊心	自尊心	zìzūnxīn	self-respect, self-esteem, ego
字跡	字迹	zìjì	handwriting
字體	字体	zìtǐ	calligraphic style, typeface, font
字眼	字眼	zìyǎn	wording
宗	宗	zōng	m.[general]
宗旨	宗旨	zōngzhǐ	animus, object, purpose, aim, religion, bearing
字幕	字幕	zìmù	caption, subtitle
綜上所述	综上所述	zōngshàngsuǒshù	to summarize, a round-up, in summary ...
自私	自私	zìsī	selfish, self-centered
總額	总额	zǒngé	gross, sum, rental, total, sum total, totality, amount
總的來說	总的来说	zǒngdeláishuō	generally speaking, to sum up, in summary, in short
總計	总计	zǒngjì	(grand) total
縱觀	纵观	zòngguān	to survey comprehensively, an overall survey
縱橫交錯	纵横交错	zònghéng-jiāocuò	criss-crossed (idiom)
縱然	纵然	zòngrán	even if, even though
縱容	纵容	zòngróng	to indulge, to connive at
縱深	纵深	zòngshēn	depth (from front to rear), depth (into a territory), span (of time), (fig.) depth (of deployment, progress, development etc)
粽子	粽子	zòngzi	glutinous rice and choice of filling wrapped in leaves and boiled
走過場	走过场	zǒu guòchǎng	to go through the motions
總而言之	总而言之	zǒngéryánzhī	in short, in a word, in brief
走近	走近	zǒujìn	approach
走廊	走廊	zǒuláng	slype, porch, hallway, foyer, corridor, hall, passageway, gallery, walkway, piazza, vestibule, ambulatory, verandah, alure, passage, aisle
走投無路	走投无路	zǒutóu-wúlù	to be at an impasse (idiom), in a tight spot, at the end of one's rope, desperate
走彎路	走弯路	zǒu wānlù	to take an indirect route, to waste one's time by using an inappropriate method
走後門	走后门	zǒu hòumén	lit. to enter by the back door, fig. to gain influence by pull or unofficial channels, back door or under the counter connections
揍	揍	zòu	to beat up, to break to pieces
租賃	租赁	zūlìn	to rent, to lease, to hire
足智多謀	足智多谋	zúzhì-duōmóu	resourceful, full of stratagems
阻擋	阻挡	zǔdǎng	to stop, to resist, to obstruct
阻攔	阻拦	zǔlán	to stop, to obstruct
奏效	奏效	zòu xiào	to show results, effective
阻力	阻力	zǔlì	resistance, drag, impedimenta, impediment, obstruction, traction, pullback, retarding force
阻撓	阻挠	zǔnáo	to thwart, to obstruct (sth)
組裝	组装	zǔzhuāng	to assemble and install
祖傳	祖传	zǔchuán	passed on from ancestors, handed down from generation to generation
祖籍	祖籍	zǔjí	ancestral hometown, original domicile (and civil registration)
祖先	祖先	zǔxiān	parent, father, forbear, forefathers, origin, progenitor, propositus, pedigree, forebear, forefather, antecedent, ascendent, grandfather, ancestor, forerunner, grandsire, stirp, root, ancestry, grandmother, antecedents, forbears, stirps, ascendant, primogenitor, ancestral, ancestors, sire, stock, forebears
祖宗	祖宗	zǔzong	ancestor, forebear
鑽空子	钻空子	zuān kòngzi	lit. to drill a hole, to take advantage of a loophole, to exploit an advantage, to seize the opportunity (esp. to do sth bad)
鑽研	钻研	zuānyán	to study meticulously, to delve into
組建	组建	zǔjiàn	to organize, to set up, to establish
鑽石	钻石	zuànshí	diamond, watch jewel
足跡	足迹	zújì	slot, track, footprint, footstep, wake, footmark, trace, trail, spoor, step
嘴唇	嘴唇	zuǐchún	lip, lips, kisser
罪魁禍首	罪魁祸首	zuìkuí-huòshǒu	criminal ringleader, main offender (idiom), main culprit, fig. main cause of a disaster
尊嚴	尊严	zūnyán	honour, dignity, loftiness, face, worship, self-regard, majesty, sanctity, self-respect, dignified, stateliness, self-esteem, honor
尊貴	尊贵	zūnguì	respected, respectable, honorable
遵循	遵循	zūnxún	track, abide by, follow, conform to, adhere to
遵照	遵照	zūnzhào	in accordance with, to follow (the rules)
